timestep,susceptible_nodes,infected_nodes,recovered_nodes,run
44,34,14,20,28
45,33,15,18,28
46,27,21,16,28
47,30,18,18,28
48,33,15,23,28
49,37,11,26,28
0,30,18,1,29
1,25,23,5,29
2,24,24,12,29
3,24,24,15,29
4,27,21,17,29
5,30,18,20,29
6,31,17,19,29
7,33,15,20,29
8,33,15,20,29
9,31,17,20,29
10,33,15,21,29
11,29,19,23,29
12,32,16,24,29
13,33,15,25,29
14,34,14,24,29
15,34,14,25,29
16,33,15,25,29
17,32,16,27,29
18,37,11,29,29
19,37,11,28,29
20,37,11,25,29
21,38,10,24,29
22,39,9,25,29
23,39,9,19,29
24,39,9,22,29
25,41,7,21,29
26,41,7,20,29
27,38,10,19,29
28,38,10,19,29
29,40,8,20,29
30,42,6,18,29
31,42,6,15,29
32,45,3,18,29
33,46,2,19,29
34,46,2,18,29
35,47,1,19,29
36,47,1,15,29
37,47,1,14,29
38,47,1,13,29
39,46,2,12,29
40,46,2,12,29
41,46,2,11,29
42,44,4,10,29
43,43,5,12,29
44,42,6,12,29
45,40,8,12,29
46,41,7,14,29
47,35,13,13,29
48,37,11,14,29
49,34,14,11,29
0,29,19,1,30
1,21,27,4,30
2,23,25,12,30
3,23,25,14,30
4,23,25,16,30
5,24,24,17,30
6,29,19,24,30
7,33,15,26,30
8,33,15,25,30
9,36,12,25,30
10,36,12,27,30
11,37,11,29,30
12,40,8,30,30
13,37,11,28,30
14,39,9,29,30
15,36,12,26,30
16,35,13,24,30
17,35,13,25,30
18,38,10,26,30
19,42,6,30,30
20,39,9,27,30
21,37,11,24,30
22,38,10,23,30
23,38,10,23,30
24,36,12,21,30
25,34,14,18,30
26,40,8,22,30
27,39,9,22,30
28,38,10,19,30
29,39,9,18,30
30,37,11,18,30
31,40,8,20,30
32,39,9,21,30
33,40,8,20,30
34,40,8,17,30
35,38,10,14,30
36,38,10,14,30
37,35,13,17,30
38,38,10,19,30
39,34,14,18,30
40,34,14,20,30
41,34,14,21,30
42,31,17,23,30
43,34,14,24,30
44,29,19,22,30
45,28,20,22,30
46,29,19,22,30
47,34,14,26,30
48,34,14,26,30
49,35,13,23,30
0,30,18,1,31
1,22,26,2,31
2,20,28,9,31
3,22,26,11,31
4,24,24,15,31
5,24,24,17,31
6,23,25,16,31
7,24,24,20,31
8,27,21,21,31
9,28,20,22,31
10,32,16,24,31
11,32,16,26,31
12,35,13,28,31
13,33,15,27,31
14,35,13,24,31
15,32,16,21,31
16,32,16,22,31
17,33,15,20,31
18,32,16,19,31
19,30,18,19,31
20,29,19,20,31
21,30,18,22,31
22,33,15,25,31
23,35,13,29,31
24,39,9,26,31
25,37,11,25,31
26,38,10,22,31
27,37,11,23,31
28,36,12,24,31
29,34,14,21,31
30,33,15,22,31
31,33,15,22,31
32,35,13,24,31
33,39,9,25,31
34,43,5,27,31
35,41,7,26,31
36,42,6,26,31
37,41,7,24,31
38,43,5,23,31
39,41,7,22,31
40,39,9,20,31
41,36,12,19,31
42,38,10,21,31
43,38,10,21,31
44,41,7,23,31
45,44,4,21,31
46,43,5,20,31
47,42,6,18,31
48,42,6,17,31
49,44,4,15,31
0,31,17,2,32
1,24,24,4,32
2,20,28,9,32
3,19,29,12,32
4,18,30,15,32
5,25,23,20,32
6,26,22,22,32
7,27,21,25,32
8,30,18,26,32
9,35,13,31,32
10,37,11,29,32
11,32,16,26,32
12,34,14,24,32
13,34,14,23,32
14,33,15,22,32
15,31,17,22,32
16,33,15,23,32
17,38,10,25,32
18,40,8,28,32
19,42,6,24,32
20,40,8,25,32
21,41,7,28,32
22,43,5,28,32
23,44,4,28,32
24,45,3,26,32
25,45,3,22,32
26,44,4,19,32
27,44,4,18,32
28,44,4,17,32
29,45,3,15,32
30,44,4,15,32
31,42,6,14,32
32,44,4,15,32
33,42,6,10,32
34,38,10,8,32
35,39,9,10,32
36,38,10,12,32
37,36,12,12,32
38,37,11,13,32
39,36,12,14,32
40,39,9,16,32
41,40,8,18,32
42,38,10,16,32
43,35,13,16,32
44,34,14,18,32
45,33,15,18,32
46,31,17,15,32
47,30,18,16,32
48,30,18,17,32
49,28,20,20,32
0,29,19,2,33
1,20,28,5,33
2,16,32,8,33
3,18,30,10,33
4,23,25,15,33
5,32,16,25,33
6,36,12,27,33
7,36,12,22,33
8,38,10,26,33
9,38,10,23,33
10,42,6,20,33
11,40,8,21,33
12,41,7,20,33
13,42,6,20,33
14,43,5,18,33
15,43,5,17,33
16,39,9,15,33
17,40,8,15,33
18,35,13,14,33
19,34,14,13,33
20,34,14,16,33
21,29,19,16,33
22,24,24,15,33
23,21,27,17,33
24,24,24,20,33
25,26,22,23,33
26,31,17,28,33
27,35,13,31,33
28,39,9,30,33
29,34,14,27,33
30,34,14,25,33
31,33,15,24,33
32,32,16,24,33
33,37,11,25,33
34,36,12,25,33
35,36,12,25,33
36,37,11,27,33
37,39,9,30,33
38,37,11,28,33
39,38,10,29,33
40,41,7,29,33
41,40,8,29,33
42,40,8,27,33
43,43,5,26,33
44,45,3,27,33
45,45,3,26,33
46,46,2,25,33
47,44,4,24,33
48,44,4,21,33
49,45,3,22,33
0,29,19,2,34
1,22,26,4,34
2,20,28,8,34
3,19,29,11,34
4,21,27,14,34
5,24,24,17,34
6,21,27,16,34
7,24,24,20,34
8,27,21,21,34
9,26,22,22,34
10,32,16,28,34
11,35,13,28,34
12,34,14,29,34
13,37,11,28,34
14,37,11,26,34
15,36,12,26,34
16,34,14,26,34
17,35,13,25,34
18,39,9,27,34
19,39,9,25,34
20,39,9,25,34
21,36,12,26,34
22,34,14,25,34
23,33,15,26,34
24,33,15,26,34
25,35,13,26,34
26,38,10,26,34
27,36,12,24,34
28,35,13,22,34
29,37,11,27,34
30,37,11,27,34
31,34,14,22,34
32,32,16,23,34
33,35,13,26,34
34,35,13,27,34
35,36,12,27,34
36,36,12,25,34
37,39,9,25,34
38,36,12,23,34
39,36,12,23,34
40,37,11,23,34
41,38,10,26,34
42,39,9,23,34
43,38,10,23,34
44,40,8,24,34
45,39,9,21,34
46,40,8,20,34
47,40,8,20,34
48,41,7,20,34
49,42,6,18,34
0,33,15,3,35
1,20,28,4,35
2,20,28,6,35
3,18,30,10,35
4,17,31,16,35
5,23,25,19,35
6,26,22,22,35
7,25,23,21,35
8,30,18,25,35
9,33,15,30,35
10,38,10,33,35
11,43,5,35,35
12,42,6,28,35
13,39,9,24,35
14,40,8,26,35
15,39,9,24,35
16,38,10,22,35
17,34,14,22,35
18,32,16,21,35
19,35,13,24,35
20,35,13,25,35
21,34,14,22,35
22,37,11,20,35
23,38,10,21,35
24,35,13,19,35
25,31,17,21,35
26,35,13,26,35
27,35,13,25,35
28,39,9,22,35
29,37,11,21,35
30,35,13,19,35
31,37,11,23,35
32,36,12,22,35
33,35,13,23,35
34,38,10,21,35
35,36,12,21,35
36,38,10,21,35
37,41,7,24,35
38,43,5,22,35
39,43,5,21,35
40,45,3,21,35
41,42,6,20,35
42,43,5,20,35
43,43,5,19,35
44,44,4,19,35
45,44,4,18,35
46,43,5,17,35
47,44,4,19,35
48,42,6,18,35
49,43,5,19,35
0,33,15,2,36
1,31,17,5,36
2,28,20,7,36
3,26,22,8,36
4,32,16,16,36
5,36,12,17,36
6,34,14,18,36
7,33,15,19,36
8,35,13,22,36
9,36,12,21,36
10,34,14,23,36
11,37,11,23,36
12,39,9,25,36
13,37,11,23,36
14,32,16,19,36
15,28,20,20,36
16,28,20,22,36
17,31,17,25,36
18,32,16,27,36
19,34,14,24,36
20,33,15,25,36
21,33,15,28,36
22,31,17,26,36
23,36,12,30,36
24,40,8,31,36
25,40,8,28,36
26,43,5,28,36
27,42,6,25,36
28,42,6,22,36
29,46,2,26,36
30,46,2,21,36
31,45,3,19,36
32,43,5,18,36
33,41,7,17,36
34,41,7,19,36
35,45,3,20,36
36,44,4,18,36
37,42,6,16,36
38,41,7,15,36
39,42,6,16,36
40,40,8,14,36
41,40,8,15,36
42,41,7,16,36
43,42,6,15,36
44,41,7,13,36
45,41,7,12,36
46,42,6,14,36
47,42,6,15,36
48,41,7,18,36
49,40,8,18,36
0,34,14,3,37
1,28,20,3,37
2,30,18,10,37
3,27,21,12,37
4,30,18,19,37
5,35,13,22,37
6,31,17,23,37
7,32,16,23,37
8,30,18,23,37
9,31,17,24,37
10,31,17,24,37
11,32,16,26,37
12,29,19,23,37
13,26,22,22,37
14,29,19,25,37
15,33,15,23,37
16,30,18,23,37
17,30,18,21,37
18,31,17,23,37
19,35,13,26,37
20,41,7,29,37
21,42,6,29,37
22,43,5,26,37
23,42,6,23,37
24,40,8,22,37
25,39,9,20,37
26,38,10,20,37
27,37,11,20,37
28,35,13,18,37
29,34,14,16,37
30,32,16,16,37
31,31,17,18,37
32,29,19,19,37
33,28,20,23,37
34,30,18,24,37
35,28,20,25,37
36,31,17,26,37
37,30,18,22,37
38,31,17,24,37
39,28,20,20,37
40,32,16,24,37
41,35,13,25,37
42,39,9,30,37
43,38,10,31,37
44,38,10,29,37
45,41,7,30,37
46,43,5,30,37
47,45,3,32,37
48,47,1,29,37
49,47,1,23,37
0,28,20,1,38
1,29,19,9,38
2,30,18,14,38
3,27,21,14,38
4,26,22,17,38
5,26,22,18,38
6,28,20,20,38
7,29,19,20,38
8,30,18,18,38
9,29,19,20,38
10,31,17,23,38
11,32,16,23,38
12,32,16,24,38
13,37,11,27,38
14,39,9,26,38
15,40,8,26,38
16,41,7,23,38
17,40,8,21,38
18,40,8,21,38
19,40,8,20,38
20,38,10,18,38
21,35,13,16,38
22,32,16,15,38
23,27,21,15,38
24,25,23,15,38
25,26,22,19,38
26,27,21,24,38
27,31,17,25,38
28,33,15,22,38
29,31,17,22,38
30,34,14,24,38
31,32,16,18,38
32,30,18,18,38
33,35,13,24,38
34,33,15,22,38
35,34,14,21,38
36,32,16,20,38
37,34,14,20,38
38,35,13,19,38
39,34,14,21,38
40,39,9,24,38
41,39,9,26,38
42,39,9,26,38
43,41,7,26,38
44,44,4,27,38
45,43,5,25,38
46,42,6,23,38
47,43,5,19,38
48,40,8,16,38
49,36,12,13,38
0,30,18,2,39
1,30,18,9,39
2,26,22,11,39
3,27,21,17,39
4,26,22,20,39
5,29,19,22,39
6,31,17,24,39
7,33,15,27,39
8,32,16,26,39
9,34,14,29,39
10,33,15,26,39
11,33,15,26,39
12,32,16,24,39
13,34,14,26,39
14,36,12,24,39
15,34,14,25,39
16,37,11,29,39
17,36,12,24,39
18,34,14,24,39
19,36,12,26,39
20,36,12,25,39
21,37,11,24,39
22,36,12,23,39
23,38,10,23,39
24,38,10,24,39
25,38,10,22,39
26,42,6,22,39
27,42,6,21,39
28,40,8,19,39
29,41,7,20,39
30,42,6,19,39
31,43,5,18,39
32,41,7,17,39
33,41,7,18,39
34,42,6,17,39
35,41,7,18,39
36,40,8,18,39
37,37,11,17,39
38,34,14,16,39
39,29,19,16,39
40,26,22,14,39
41,25,23,16,39
42,26,22,17,39
43,24,24,16,39
44,24,24,17,39
45,27,21,21,39
46,30,18,23,39
47,33,15,27,39
48,38,10,30,39
49,37,11,28,39
0,27,21,1,40
1,21,27,5,40
2,19,29,6,40
3,22,26,11,40
4,23,25,14,40
5,19,29,14,40
6,21,27,20,40
7,25,23,22,40
8,30,18,25,40
9,29,19,25,40
10,32,16,27,40
11,34,14,27,40
12,37,11,26,40
13,34,14,23,40
14,34,14,25,40
15,39,9,23,40
16,38,10,24,40
17,37,11,21,40
18,36,12,22,40
19,39,9,23,40
20,39,9,22,40
21,41,7,23,40
22,41,7,20,40
23,38,10,17,40
24,38,10,17,40
25,42,6,18,40
26,40,8,16,40
27,41,7,17,40
28,40,8,18,40
29,39,9,18,40
30,40,8,18,40
31,36,12,13,40
32,34,14,15,40
33,34,14,17,40
34,32,16,15,40
35,27,21,16,40
36,27,21,15,40
37,32,16,24,40
38,31,17,24,40
39,33,15,27,40
40,37,11,32,40
41,38,10,30,40
42,38,10,29,40
43,41,7,32,40
44,44,4,32,40
45,44,4,31,40
46,44,4,29,40
47,43,5,25,40
48,44,4,28,40
49,44,4,23,40
0,31,17,1,41
1,26,22,2,41
2,28,20,9,41
3,26,22,8,41
4,28,20,11,41
5,29,19,14,41
6,32,16,18,41
7,33,15,20,41
8,34,14,20,41
9,32,16,19,41
10,31,17,17,41
11,29,19,20,41
12,30,18,23,41
13,29,19,23,41
14,34,14,28,41
15,35,13,26,41
16,37,11,29,41
17,41,7,34,41
18,43,5,33,41
19,44,4,30,41
20,45,3,27,41
21,45,3,25,41
22,47,1,25,41
23,47,1,22,41
24,46,2,22,41
25,45,3,21,41
26,45,3,20,41
27,45,3,17,41
28,46,2,16,41
29,45,3,15,41
30,44,4,14,41
31,42,6,14,41
32,39,9,15,41
33,43,5,18,41
34,43,5,17,41
35,42,6,18,41
36,40,8,17,41
37,37,11,14,41
38,39,9,18,41
39,40,8,17,41
40,38,10,18,41
41,35,13,18,41
42,31,17,18,41
43,31,17,19,41
44,29,19,19,41
45,31,17,22,41
46,32,16,24,41
47,31,17,22,41
48,33,15,23,41
49,33,15,22,41
0,34,14,2,42
1,24,24,3,42
2,23,25,7,42
3,30,18,16,42
4,27,21,16,42
5,26,22,20,42
6,28,20,22,42
7,32,16,25,42
8,34,14,27,42
9,33,15,26,42
10,33,15,25,42
11,32,16,24,42
12,31,17,22,42
13,32,16,25,42
14,33,15,21,42
15,36,12,23,42
16,33,15,21,42
17,31,17,21,42
18,31,17,21,42
19,28,20,21,42
20,32,16,24,42
21,34,14,27,42
22,36,12,26,42
23,36,12,26,42
24,35,13,25,42
25,36,12,27,42
26,37,11,26,42
27,38,10,25,42
28,38,10,22,42
29,38,10,24,42
30,36,12,23,42
31,35,13,21,42
32,39,9,24,42
33,41,7,26,42
34,43,5,25,42
35,42,6,23,42
36,41,7,20,42
37,39,9,18,42
38,35,13,16,42
39,36,12,20,42
40,36,12,16,42
41,37,11,17,42
42,39,9,19,42
43,39,9,18,42
44,35,13,16,42
45,33,15,13,42
46,26,22,11,42
47,23,25,16,42
48,21,27,17,42
49,25,23,20,42
0,30,18,2,43
1,32,16,6,43
2,32,16,6,43
3,32,16,8,43
4,34,14,12,43
5,30,18,13,43
6,33,15,15,43
7,30,18,16,43
8,31,17,17,43
9,29,19,16,43
10,31,17,20,43
11,26,22,19,43
12,28,20,17,43
13,26,22,20,43
14,31,17,24,43
15,35,13,27,43
16,34,14,26,43
17,37,11,27,43
18,38,10,26,43
19,37,11,24,43
20,35,13,21,43
21,35,13,22,43
22,32,16,17,43
23,30,18,16,43
24,31,17,18,43
25,28,20,18,43
26,29,19,14,43
27,29,19,17,43
28,35,13,22,43
29,35,13,23,43
30,36,12,23,43
31,33,15,19,43
32,27,21,18,43
33,28,20,18,43
34,31,17,21,43
35,32,16,23,43
36,37,11,28,43
37,38,10,21,43
38,38,10,23,43
39,37,11,22,43
40,39,9,25,43
41,38,10,24,43
42,36,12,22,43
43,37,11,24,43
44,36,12,18,43
45,34,14,17,43
46,29,19,14,43
47,28,20,16,43
48,33,15,17,43
49,28,20,15,43
0,28,20,1,44
1,17,31,2,44
2,12,36,9,44
3,16,32,14,44
4,23,25,19,44
5,23,25,19,44
6,25,23,20,44
7,26,22,22,44
8,28,20,25,44
9,29,19,27,44
10,32,16,23,44
11,33,15,20,44
12,29,19,17,44
13,30,18,17,44
14,27,21,19,44
15,29,19,22,44
16,28,20,21,44
17,28,20,23,44
18,28,20,22,44
19,30,18,22,44
20,30,18,21,44
21,29,19,22,44
22,34,14,26,44
23,33,15,28,44
24,34,14,27,44
25,33,15,28,44
26,34,14,29,44
27,40,8,33,44
28,40,8,31,44
29,41,7,31,44
30,43,5,28,44
31,44,4,27,44
32,41,7,24,44
33,36,12,23,44
34,37,11,25,44
35,39,9,24,44
36,38,10,24,44
37,36,12,24,44
38,37,11,23,44
39,35,13,21,44
40,37,11,21,44
41,33,15,18,44
42,29,19,16,44
43,30,18,18,44
44,29,19,19,44
45,28,20,21,44
46,24,24,19,44
47,24,24,20,44
48,29,19,24,44
49,32,16,24,44
0,28,20,1,45
1,21,27,4,45
2,12,36,7,45
3,18,30,15,45
4,21,27,19,45
5,27,21,21,45
6,33,15,24,45
7,36,12,25,45
8,35,13,25,45
9,33,15,25,45
10,35,13,28,45
11,37,11,27,45
12,40,8,27,45
13,39,9,24,45
14,40,8,26,45
15,43,5,25,45
16,43,5,23,45
17,45,3,23,45
18,43,5,22,45
19,41,7,22,45
20,40,8,21,45
21,40,8,20,45
22,39,9,17,45
23,40,8,19,45
24,39,9,19,45
25,42,6,22,45
26,40,8,18,45
27,41,7,21,45
28,42,6,23,45
29,43,5,23,45
30,44,4,24,45
31,44,4,22,45
32,46,2,21,45
33,44,4,17,45
34,42,6,16,45
35,40,8,18,45
36,40,8,17,45
37,36,12,16,45
38,35,13,16,45
39,35,13,18,45
40,34,14,19,45
41,32,16,18,45
42,31,17,17,45
43,28,20,18,45
44,33,15,24,45
45,33,15,24,45
46,36,12,24,45
47,34,14,23,45
48,33,15,25,45
49,32,16,23,45
0,31,17,2,46
1,21,27,3,46
2,22,26,7,46
3,19,29,9,46
4,26,22,20,46
5,29,19,22,46
6,31,17,21,46
7,34,14,21,46
8,34,14,20,46
9,34,14,24,46
10,35,13,25,46
11,35,13,26,46
12,35,13,24,46
13,38,10,26,46
14,39,9,24,46
15,38,10,23,46
16,37,11,24,46
17,36,12,25,46
18,37,11,26,46
19,36,12,24,46
20,35,13,22,46
21,31,17,22,46
22,30,18,20,46
23,32,16,25,46
24,33,15,26,46
25,38,10,28,46
26,36,12,23,46
27,33,15,24,46
28,32,16,23,46
29,31,17,23,46
30,30,18,21,46
31,27,21,21,46
32,30,18,20,46
33,30,18,21,46
34,34,14,23,46
35,31,17,20,46
36,29,19,19,46
37,27,21,17,46
38,27,21,19,46
39,27,21,21,46
40,27,21,23,46
41,32,16,27,46
42,33,15,25,46
43,33,15,25,46
44,35,13,27,46
45,35,13,27,46
46,35,13,28,46
47,36,12,29,46
48,37,11,28,46
49,39,9,27,46
0,28,20,1,47
1,26,22,5,47
2,24,24,10,47
3,23,25,14,47
4,29,19,20,47
5,30,18,21,47
6,31,17,23,47
7,29,19,23,47
8,30,18,25,47
9,35,13,27,47
10,38,10,28,47
11,35,13,27,47
12,34,14,27,47
13,33,15,26,47
14,34,14,27,47
15,34,14,27,47
16,33,15,24,47
17,32,16,25,47
18,32,16,26,47
19,32,16,24,47
20,31,17,22,47
21,31,17,23,47
22,36,12,27,47
23,39,9,29,47
24,38,10,26,47
25,38,10,25,47
26,38,10,22,47
27,37,11,19,47
28,35,13,18,47
29,34,14,19,47
30,36,12,19,47
31,33,15,16,47
32,34,14,17,47
33,31,17,17,47
34,29,19,18,47
35,30,18,19,47
36,31,17,22,47
37,34,14,21,47
38,31,17,17,47
39,30,18,21,47
40,32,16,22,47
41,32,16,21,47
42,35,13,24,47
43,36,12,23,47
44,36,12,22,47
45,32,16,22,47
46,32,16,23,47
47,32,16,26,47
48,33,15,25,47
49,32,16,23,47
0,29,19,2,48
1,30,18,7,48
2,30,18,9,48
3,30,18,13,48
4,31,17,15,48
5,34,14,19,48
6,33,15,19,48
7,34,14,19,48
8,34,14,21,48
9,37,11,24,48
10,37,11,25,48
11,36,12,25,48
12,36,12,23,48
13,37,11,24,48
14,32,16,21,48
15,29,19,22,48
16,29,19,23,48
17,27,21,22,48
18,31,17,25,48
19,30,18,25,48
20,31,17,27,48
21,32,16,27,48
22,32,16,25,48
23,32,16,26,48
24,32,16,22,48
25,31,17,20,48
26,29,19,24,48
27,30,18,24,48
28,31,17,27,48
29,31,17,27,48
30,34,14,28,48
31,36,12,31,48
32,37,11,29,48
33,38,10,29,48
34,39,9,26,48
35,40,8,25,48
36,39,9,23,48
37,41,7,23,48
38,42,6,20,48
39,40,8,18,48
40,39,9,17,48
41,39,9,17,48
42,42,6,18,48
43,40,8,18,48
44,38,10,17,48
45,33,15,15,48
46,36,12,16,48
47,34,14,15,48
48,34,14,14,48
49,30,18,13,48
0,31,17,3,49
1,25,23,5,49
2,21,27,8,49
3,22,26,14,49
4,25,23,14,49
5,24,24,16,49
6,26,22,18,49
7,27,21,24,49
8,29,19,26,49
9,30,18,24,49
10,29,19,29,49
11,33,15,28,49
12,32,16,25,49
13,31,17,24,49
14,28,20,26,49
15,33,15,24,49
16,37,11,30,49
17,39,9,27,49
18,39,9,26,49
19,37,11,24,49
20,37,11,25,49
21,36,12,21,49
22,36,12,21,49
23,36,12,23,49
24,38,10,24,49
25,37,11,20,49
26,36,12,18,49
27,33,15,17,49
28,30,18,16,49
29,28,20,12,49
30,25,23,14,49
31,29,19,20,49
32,27,21,20,49
33,32,16,24,49
34,30,18,21,49
35,29,19,23,49
36,32,16,26,49
37,33,15,26,49
38,35,13,20,49
39,31,17,21,49
40,34,14,23,49
41,36,12,25,49
42,35,13,25,49
43,34,14,25,49
44,33,15,24,49
45,31,17,22,49
46,31,17,22,49
47,33,15,24,49
48,31,17,22,49
49,34,14,25,49
0,33,15,3,50
1,27,21,6,50
2,23,25,9,50
3,21,27,11,50
4,17,31,13,50
5,19,29,15,50
6,29,19,24,50
7,32,16,21,50
8,26,22,20,50
9,31,17,25,50
10,37,11,27,50
11,36,12,26,50
12,35,13,21,50
13,33,15,20,50
14,34,14,22,50
15,34,14,21,50
16,35,13,21,50
17,37,11,25,50
18,35,13,26,50
19,38,10,26,50
20,33,15,24,50
21,31,17,23,50
22,34,14,25,50
23,36,12,24,50
24,33,15,22,50
25,33,15,24,50
26,33,15,23,50
27,33,15,24,50
28,33,15,23,50
29,36,12,22,50
30,38,10,21,50
31,37,11,21,50
32,38,10,21,50
33,35,13,20,50
34,34,14,21,50
35,34,14,25,50
36,32,16,26,50
37,34,14,29,50
38,37,11,27,50
39,40,8,26,50
40,39,9,26,50
41,37,11,27,50
42,37,11,27,50
43,36,12,27,50
44,39,9,28,50
45,39,9,25,50
46,38,10,22,50
47,36,12,23,50
48,38,10,26,50
49,37,11,26,50
0,28,20,1,51
1,22,26,2,51
2,13,35,6,51
3,17,31,12,51
4,18,30,16,51
5,21,27,18,51
6,24,24,20,51
7,25,23,23,51
8,29,19,26,51
9,29,19,22,51
10,27,21,23,51
11,29,19,26,51
12,29,19,26,51
13,31,17,27,51
14,31,17,27,51
15,33,15,26,51
16,33,15,25,51
17,36,12,28,51
18,38,10,27,51
19,35,13,21,51
20,33,15,20,51
21,30,18,20,51
22,32,16,19,51
23,34,14,22,51
24,36,12,24,51
25,38,10,25,51
26,37,11,24,51
27,38,10,21,51
28,37,11,21,51
29,38,10,22,51
30,43,5,21,51
31,45,3,21,51
32,44,4,19,51
33,44,4,18,51
34,45,3,16,51
35,46,2,15,51
36,46,2,15,51
37,47,1,15,51
38,47,1,13,51
39,48,0,14,51
40,48,0,12,51
41,48,0,12,51
42,48,0,12,51
43,48,0,12,51
44,48,0,11,51
45,48,0,10,51
46,48,0,9,51
47,48,0,8,51
48,48,0,8,51
49,48,0,7,51
0,29,19,0,52
1,25,23,3,52
2,18,30,6,52
3,23,25,16,52
4,32,16,22,52
5,31,17,22,52
6,30,18,20,52
7,31,17,22,52
8,25,23,21,52
9,31,17,24,52
10,34,14,26,52
11,35,13,22,52
12,36,12,20,52
13,34,14,18,52
14,36,12,19,52
15,38,10,21,52
16,40,8,22,52
17,38,10,18,52
18,36,12,18,52
19,35,13,16,52
20,31,17,16,52
21,30,18,17,52
22,27,21,19,52
23,28,20,20,52
24,28,20,21,52
25,24,24,21,52
26,28,20,26,52
27,29,19,25,52
28,34,14,30,52
29,37,11,28,52
30,36,12,26,52
31,35,13,21,52
32,35,13,22,52
33,33,15,22,52
34,32,16,23,52
35,33,15,25,52
36,35,13,27,52
37,35,13,30,52
38,36,12,32,52
39,37,11,30,52
40,37,11,31,52
41,40,8,30,52
42,41,7,30,52
43,40,8,27,52
44,41,7,24,52
45,42,6,25,52
46,43,5,24,52
47,43,5,21,52
48,42,6,20,52
49,43,5,21,52
0,33,15,2,53
1,29,19,5,53
2,28,20,8,53
3,26,22,12,53
4,22,26,15,53
5,21,27,14,53
6,22,26,17,53
7,23,25,19,53
8,25,23,22,53
9,27,21,23,53
10,33,15,27,53
11,34,14,24,53
12,35,13,20,53
13,27,21,18,53
14,24,24,17,53
15,19,29,18,53
16,27,21,25,53
17,29,19,25,53
18,32,16,27,53
19,34,14,29,53
20,39,9,29,53
21,37,11,25,53
22,35,13,24,53
23,36,12,22,53
24,37,11,21,53
25,41,7,23,53
26,38,10,22,53
27,33,15,21,53
28,32,16,25,53
29,31,17,23,53
30,32,16,24,53
31,32,16,24,53
32,31,17,24,53
33,33,15,24,53
34,35,13,26,53
35,34,14,23,53
36,39,9,29,53
37,38,10,26,53
38,40,8,26,53
39,39,9,22,53
40,34,14,18,53
41,31,17,19,53
42,32,16,18,53
43,38,10,20,53
44,37,11,21,53
45,38,10,23,53
46,37,11,21,53
47,41,7,23,53
48,41,7,20,53
49,40,8,18,53
0,29,19,1,54
1,22,26,2,54
2,17,31,7,54
3,17,31,11,54
4,23,25,20,54
5,31,17,28,54
6,35,13,31,54
7,34,14,24,54
8,34,14,25,54
9,31,17,25,54
10,30,18,26,54
11,29,19,24,54
12,30,18,22,54
13,28,20,25,54
14,30,18,26,54
15,32,16,26,54
16,34,14,31,54
17,36,12,27,54
18,33,15,27,54
19,35,13,30,54
20,36,12,31,54
21,39,9,34,54
22,40,8,31,54
23,43,5,30,54
24,43,5,28,54
25,40,8,24,54
26,36,12,24,54
27,31,17,20,54
28,32,16,20,54
29,28,20,21,54
30,31,17,24,54
31,32,16,22,54
32,29,19,23,54
33,34,14,27,54
34,36,12,27,54
35,35,13,26,54
36,35,13,23,54
37,34,14,23,54
38,36,12,26,54
39,35,13,25,54
40,33,15,27,54
41,35,13,30,54
42,36,12,29,54
43,36,12,29,54
44,36,12,29,54
45,36,12,29,54
46,36,12,27,54
47,39,9,29,54
48,39,9,26,54
49,37,11,24,54
0,28,20,1,55
1,17,31,3,55
2,14,34,6,55
3,14,34,11,55
4,17,31,17,55
5,22,26,18,55
6,24,24,20,55
7,27,21,25,55
8,30,18,28,55
9,36,12,34,55
10,37,11,31,55
11,38,10,31,55
12,38,10,30,55
13,37,11,28,55
14,36,12,25,55
15,31,17,24,55
16,32,16,24,55
17,30,18,21,55
18,32,16,21,55
19,34,14,20,55
20,30,18,20,55
21,31,17,19,55
22,34,14,22,55
23,35,13,23,55
24,33,15,22,55
25,32,16,24,55
26,37,11,26,55
27,42,6,27,55
28,41,7,24,55
29,41,7,27,55
30,41,7,26,55
31,40,8,22,55
32,38,10,18,55
33,38,10,18,55
34,43,5,21,55
35,43,5,22,55
36,43,5,17,55
37,43,5,14,55
38,41,7,12,55
39,41,7,14,55
40,44,4,13,55
41,44,4,14,55
42,44,4,14,55
43,45,3,14,55
44,44,4,12,55
45,44,4,11,55
46,44,4,8,55
47,43,5,8,55
48,43,5,10,55
49,44,4,10,55
0,28,20,1,56
1,17,31,4,56
2,16,32,8,56
3,19,29,15,56
4,19,29,17,56
5,23,25,19,56
6,25,23,23,56
7,25,23,23,56
8,27,21,25,56
9,29,19,26,56
10,28,20,24,56
11,30,18,25,56
12,30,18,25,56
13,30,18,22,56
14,35,13,27,56
15,36,12,24,56
16,36,12,22,56
17,37,11,22,56
18,36,12,18,56
19,37,11,16,56
20,34,14,16,56
21,34,14,19,56
22,36,12,23,56
23,37,11,23,56
24,39,9,23,56
25,41,7,24,56
26,42,6,22,56
27,38,10,18,56
28,38,10,21,56
29,44,4,22,56
30,41,7,19,56
31,36,12,17,56
32,33,15,17,56
33,31,17,19,56
34,32,16,24,56
35,33,15,26,56
36,31,17,26,56
37,36,12,25,56
38,38,10,28,56
39,38,10,30,56
40,40,8,28,56
