setup,run,k_actions,no_epidemic,timestep,susceptible_nodes,infection_1_nodes,infection_2_nodes,infection_3_nodes,epidemic_cards_drawn,outbreaks,deck_empty,player_stack,infection_stack,infection_discard_stack,infection_rate_counter
baseline,146,0,1,3,33,5,3,7,1,0,False,41,40,8,1
baseline,146,0,1,4,31,6,3,8,1,0,False,39,38,10,1
baseline,146,0,1,5,29,8,3,8,1,0,False,37,36,12,1
baseline,146,0,1,6,27,10,3,8,1,0,False,35,34,14,1
baseline,146,0,1,7,25,12,3,8,1,0,False,33,32,16,1
baseline,146,0,1,8,24,12,4,8,1,0,False,31,30,18,1
baseline,146,0,1,9,22,14,4,8,1,0,False,29,28,20,1
baseline,146,0,1,10,21,14,5,8,1,0,False,27,26,22,1
baseline,146,0,1,11,19,16,5,8,1,0,False,25,24,24,1
baseline,146,0,1,12,17,18,5,8,1,0,False,23,22,26,1
baseline,146,0,1,13,15,20,5,8,1,0,False,21,20,28,1
baseline,146,0,1,14,14,20,6,8,1,0,False,19,18,30,1
baseline,146,0,1,15,12,22,6,8,1,0,False,17,16,32,1
baseline,146,0,1,16,11,22,7,8,1,0,False,15,14,34,1
baseline,146,0,1,17,9,24,7,8,1,0,False,13,12,36,1
baseline,146,0,1,18,8,24,8,8,1,0,False,11,10,38,1
baseline,146,0,1,19,6,26,8,8,1,0,False,9,8,40,1
baseline,146,0,1,20,5,26,9,8,1,0,False,7,6,42,1
baseline,146,0,1,21,3,28,9,8,1,0,False,5,4,44,1
baseline,146,0,1,22,1,30,9,8,1,0,False,3,2,46,1
baseline,146,0,1,23,0,30,8,10,1,0,False,1,0,48,1
baseline,146,0,1,24,0,30,8,10,1,0,True,0,0,48,1
baseline,147,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,147,0,1,0,33,5,5,5,1,0,False,47,46,2,1
baseline,147,0,1,1,33,5,3,7,1,0,False,45,44,4,1
baseline,147,0,1,2,29,6,2,11,1,0,False,43,42,6,1
baseline,147,0,1,3,23,5,6,14,1,0,False,41,40,8,1
baseline,147,0,1,4,11,14,2,21,1,0,False,39,38,10,1
baseline,147,0,1,5,11,12,4,21,1,0,False,37,36,12,1
baseline,147,0,1,6,6,9,6,27,1,0,False,35,34,14,1
baseline,147,0,1,7,5,4,2,37,1,0,False,33,32,16,1
baseline,147,0,1,8,2,0,1,45,1,0,False,31,30,18,1
baseline,147,0,1,9,0,1,1,46,1,0,False,29,28,20,1
baseline,147,0,1,10,0,0,0,48,1,0,False,27,26,22,1
baseline,147,0,1,11,0,0,0,48,1,0,False,25,24,24,1
baseline,147,0,1,12,0,0,0,48,1,0,False,23,22,26,1
baseline,147,0,1,13,0,0,0,48,1,0,False,21,20,28,1
baseline,147,0,1,14,0,0,0,48,1,0,False,19,18,30,1
baseline,147,0,1,15,0,0,0,48,1,0,False,17,16,32,1
baseline,147,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,147,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,147,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,147,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,147,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,147,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,147,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,147,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,147,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,148,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,148,0,1,0,31,8,3,6,1,0,False,47,46,2,1
baseline,148,0,1,1,28,8,3,9,1,0,False,45,44,4,1
baseline,148,0,1,2,26,7,5,10,1,0,False,43,42,6,1
baseline,148,0,1,3,23,5,9,11,1,0,False,41,40,8,1
baseline,148,0,1,4,17,3,4,24,1,0,False,39,38,10,1
baseline,148,0,1,5,7,2,6,33,1,0,False,37,36,12,1
baseline,148,0,1,6,5,4,6,33,1,0,False,35,34,14,1
baseline,148,0,1,7,1,1,4,42,1,0,False,33,32,16,1
baseline,148,0,1,8,0,0,1,47,1,0,False,31,30,18,1
baseline,148,0,1,9,0,0,0,48,1,0,False,29,28,20,1
baseline,148,0,1,10,0,0,0,48,1,0,False,27,26,22,1
baseline,148,0,1,11,0,0,0,48,1,0,False,25,24,24,1
baseline,148,0,1,12,0,0,0,48,1,0,False,23,22,26,1
baseline,148,0,1,13,0,0,0,48,1,0,False,21,20,28,1
baseline,148,0,1,14,0,0,0,48,1,0,False,19,18,30,1
baseline,148,0,1,15,0,0,0,48,1,0,False,17,16,32,1
baseline,148,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,148,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,148,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,148,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,148,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,148,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,148,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,148,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,148,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,149,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,149,0,1,0,32,8,3,5,1,0,False,47,46,2,1
baseline,149,0,1,1,32,2,8,6,1,0,False,45,44,4,1
baseline,149,0,1,2,29,5,7,7,1,0,False,43,42,6,1
baseline,149,0,1,3,26,6,8,8,1,0,False,41,40,8,1
baseline,149,0,1,4,20,7,9,12,1,0,False,39,38,10,1
baseline,149,0,1,5,19,8,8,13,1,0,False,37,36,12,1
baseline,149,0,1,6,17,10,8,13,1,0,False,35,34,14,1
baseline,149,0,1,7,15,12,8,13,1,0,False,33,32,16,1
baseline,149,0,1,8,14,13,7,14,1,0,False,31,30,18,1
baseline,149,0,1,9,12,15,7,14,1,0,False,29,28,20,1
baseline,149,0,1,10,7,16,7,18,1,0,False,27,26,22,1
baseline,149,0,1,11,6,16,8,18,1,0,False,25,24,24,1
baseline,149,0,1,12,5,16,9,18,1,0,False,23,22,26,1
baseline,149,0,1,13,4,16,10,18,1,0,False,21,20,28,1
baseline,149,0,1,14,4,6,4,34,1,0,False,19,18,30,1
baseline,149,0,1,15,2,1,0,45,1,0,False,17,16,32,1
baseline,149,0,1,16,1,0,0,47,1,0,False,15,14,34,1
baseline,149,0,1,17,0,0,1,47,1,0,False,13,12,36,1
baseline,149,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,149,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,149,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,149,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,149,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,149,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,149,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,150,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,150,0,1,0,35,5,3,5,1,0,False,47,46,2,1
baseline,150,0,1,1,35,4,3,6,1,0,False,45,44,4,1
baseline,150,0,1,2,33,5,3,7,1,0,False,43,42,6,1
baseline,150,0,1,3,28,9,3,8,1,0,False,41,40,8,1
baseline,150,0,1,4,23,11,6,8,1,0,False,39,38,10,1
baseline,150,0,1,5,21,13,6,8,1,0,False,37,36,12,1
baseline,150,0,1,6,20,13,7,8,1,0,False,35,34,14,1
baseline,150,0,1,7,19,13,8,8,1,0,False,33,32,16,1
baseline,150,0,1,8,18,14,7,9,1,0,False,31,30,18,1
baseline,150,0,1,9,18,12,9,9,1,0,False,29,28,20,1
baseline,150,0,1,10,17,12,10,9,1,0,False,27,26,22,1
baseline,150,0,1,11,16,13,9,10,1,0,False,25,24,24,1
baseline,150,0,1,12,14,15,9,10,1,0,False,23,22,26,1
baseline,150,0,1,13,13,15,10,10,1,0,False,21,20,28,1
baseline,150,0,1,14,12,15,11,10,1,0,False,19,18,30,1
baseline,150,0,1,15,12,14,11,11,1,0,False,17,16,32,1
baseline,150,0,1,16,10,16,11,11,1,0,False,15,14,34,1
baseline,150,0,1,17,9,16,12,11,1,0,False,13,12,36,1
baseline,150,0,1,18,8,16,13,11,1,0,False,11,10,38,1
baseline,150,0,1,19,6,18,13,11,1,0,False,9,8,40,1
baseline,150,0,1,20,4,20,13,11,1,0,False,7,6,42,1
baseline,150,0,1,21,3,21,12,12,1,0,False,5,4,44,1
baseline,150,0,1,22,1,23,12,12,1,0,False,3,2,46,1
baseline,150,0,1,23,0,23,13,12,1,0,False,1,0,48,1
baseline,150,0,1,24,0,23,13,12,1,0,True,0,0,48,1
baseline,151,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,151,0,1,0,33,5,4,6,1,0,False,47,46,2,1
baseline,151,0,1,1,27,6,5,10,1,0,False,45,44,4,1
baseline,151,0,1,2,27,6,3,12,1,0,False,43,42,6,1
baseline,151,0,1,3,23,7,3,15,1,0,False,41,40,8,1
baseline,151,0,1,4,18,4,4,22,1,0,False,39,38,10,1
baseline,151,0,1,5,16,6,4,22,1,0,False,37,36,12,1
baseline,151,0,1,6,15,7,3,23,1,0,False,35,34,14,1
baseline,151,0,1,7,13,4,5,26,1,0,False,33,32,16,1
baseline,151,0,1,8,1,4,4,39,1,0,False,31,30,18,1
baseline,151,0,1,9,0,1,1,46,1,0,False,29,28,20,1
baseline,151,0,1,10,0,0,0,48,1,0,False,27,26,22,1
baseline,151,0,1,11,0,0,0,48,1,0,False,25,24,24,1
baseline,151,0,1,12,0,0,0,48,1,0,False,23,22,26,1
baseline,151,0,1,13,0,0,0,48,1,0,False,21,20,28,1
baseline,151,0,1,14,0,0,0,48,1,0,False,19,18,30,1
baseline,151,0,1,15,0,0,0,48,1,0,False,17,16,32,1
baseline,151,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,151,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,151,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,151,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,151,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,151,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,151,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,151,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,151,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,152,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,152,0,1,0,34,3,6,5,1,0,False,47,46,2,1
baseline,152,0,1,1,28,6,4,10,1,0,False,45,44,4,1
baseline,152,0,1,2,25,3,6,14,1,0,False,43,42,6,1
baseline,152,0,1,3,17,4,6,21,1,0,False,41,40,8,1
baseline,152,0,1,4,8,3,2,35,1,0,False,39,38,10,1
baseline,152,0,1,5,3,3,3,39,1,0,False,37,36,12,1
baseline,152,0,1,6,0,2,1,45,1,0,False,35,34,14,1
baseline,152,0,1,7,0,0,0,48,1,0,False,33,32,16,1
baseline,152,0,1,8,0,0,0,48,1,0,False,31,30,18,1
baseline,152,0,1,9,0,0,0,48,1,0,False,29,28,20,1
baseline,152,0,1,10,0,0,0,48,1,0,False,27,26,22,1
baseline,152,0,1,11,0,0,0,48,1,0,False,25,24,24,1
baseline,152,0,1,12,0,0,0,48,1,0,False,23,22,26,1
baseline,152,0,1,13,0,0,0,48,1,0,False,21,20,28,1
baseline,152,0,1,14,0,0,0,48,1,0,False,19,18,30,1
baseline,152,0,1,15,0,0,0,48,1,0,False,17,16,32,1
baseline,152,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,152,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,152,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,152,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,152,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,152,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,152,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,152,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,152,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,153,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,153,0,1,0,29,8,5,6,1,0,False,47,46,2,1
baseline,153,0,1,1,26,6,5,11,1,0,False,45,44,4,1
baseline,153,0,1,2,20,2,4,22,1,0,False,43,42,6,1
baseline,153,0,1,3,16,3,2,27,1,0,False,41,40,8,1
baseline,153,0,1,4,3,3,3,39,1,0,False,39,38,10,1
baseline,153,0,1,5,0,0,0,48,1,0,False,37,36,12,1
baseline,153,0,1,6,0,0,0,48,1,0,False,35,34,14,1
baseline,153,0,1,7,0,0,0,48,1,0,False,33,32,16,1
baseline,153,0,1,8,0,0,0,48,1,0,False,31,30,18,1
baseline,153,0,1,9,0,0,0,48,1,0,False,29,28,20,1
baseline,153,0,1,10,0,0,0,48,1,0,False,27,26,22,1
baseline,153,0,1,11,0,0,0,48,1,0,False,25,24,24,1
baseline,153,0,1,12,0,0,0,48,1,0,False,23,22,26,1
baseline,153,0,1,13,0,0,0,48,1,0,False,21,20,28,1
baseline,153,0,1,14,0,0,0,48,1,0,False,19,18,30,1
baseline,153,0,1,15,0,0,0,48,1,0,False,17,16,32,1
baseline,153,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,153,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,153,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,153,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,153,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,153,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,153,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,153,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,153,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,154,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,154,0,1,0,32,8,3,5,1,0,False,47,46,2,1
baseline,154,0,1,1,29,8,6,5,1,0,False,45,44,4,1
baseline,154,0,1,2,25,9,2,12,1,0,False,43,42,6,1
baseline,154,0,1,3,20,6,7,15,1,0,False,41,40,8,1
baseline,154,0,1,4,20,6,5,17,1,0,False,39,38,10,1
baseline,154,0,1,5,19,7,4,18,1,0,False,37,36,12,1
baseline,154,0,1,6,10,10,4,24,1,0,False,35,34,14,1
baseline,154,0,1,7,8,8,5,27,1,0,False,33,32,16,1
baseline,154,0,1,8,3,3,1,41,1,0,False,31,30,18,1
baseline,154,0,1,9,0,1,4,43,1,0,False,29,28,20,1
baseline,154,0,1,10,0,0,0,48,1,0,False,27,26,22,1
baseline,154,0,1,11,0,0,0,48,1,0,False,25,24,24,1
baseline,154,0,1,12,0,0,0,48,1,0,False,23,22,26,1
baseline,154,0,1,13,0,0,0,48,1,0,False,21,20,28,1
baseline,154,0,1,14,0,0,0,48,1,0,False,19,18,30,1
baseline,154,0,1,15,0,0,0,48,1,0,False,17,16,32,1
baseline,154,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,154,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,154,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,154,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,154,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,154,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,154,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,154,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,154,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,155,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,155,0,1,0,33,2,9,4,1,0,False,47,46,2,1
baseline,155,0,1,1,33,2,7,6,1,0,False,45,44,4,1
baseline,155,0,1,2,19,5,4,20,1,0,False,43,42,6,1
baseline,155,0,1,3,12,1,4,31,1,0,False,41,40,8,1
baseline,155,0,1,4,1,6,2,39,1,0,False,39,38,10,1
baseline,155,0,1,5,0,0,0,48,1,0,False,37,36,12,1
baseline,155,0,1,6,0,0,0,48,1,0,False,35,34,14,1
baseline,155,0,1,7,0,0,0,48,1,0,False,33,32,16,1
baseline,155,0,1,8,0,0,0,48,1,0,False,31,30,18,1
baseline,155,0,1,9,0,0,0,48,1,0,False,29,28,20,1
baseline,155,0,1,10,0,0,0,48,1,0,False,27,26,22,1
baseline,155,0,1,11,0,0,0,48,1,0,False,25,24,24,1
baseline,155,0,1,12,0,0,0,48,1,0,False,23,22,26,1
baseline,155,0,1,13,0,0,0,48,1,0,False,21,20,28,1
baseline,155,0,1,14,0,0,0,48,1,0,False,19,18,30,1
baseline,155,0,1,15,0,0,0,48,1,0,False,17,16,32,1
baseline,155,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,155,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,155,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,155,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,155,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,155,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,155,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,155,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,155,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,156,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,156,0,1,0,33,6,5,4,1,0,False,47,46,2,1
baseline,156,0,1,1,28,10,5,5,1,0,False,45,44,4,1
baseline,156,0,1,2,28,5,9,6,1,0,False,43,42,6,1
baseline,156,0,1,3,28,5,7,8,1,0,False,41,40,8,1
baseline,156,0,1,4,24,4,10,10,1,0,False,39,38,10,1
baseline,156,0,1,5,23,4,11,10,1,0,False,37,36,12,1
baseline,156,0,1,6,21,6,11,10,1,0,False,35,34,14,1
baseline,156,0,1,7,19,8,11,10,1,0,False,33,32,16,1
baseline,156,0,1,8,17,10,11,10,1,0,False,31,30,18,1
baseline,156,0,1,9,12,11,11,14,1,0,False,29,28,20,1
baseline,156,0,1,10,9,10,10,19,1,0,False,27,26,22,1
baseline,156,0,1,11,6,9,7,26,1,0,False,25,24,24,1
baseline,156,0,1,12,2,2,2,42,1,0,False,23,22,26,1
baseline,156,0,1,13,0,1,0,47,1,0,False,21,20,28,1
baseline,156,0,1,14,0,0,0,48,1,0,False,19,18,30,1
baseline,156,0,1,15,0,0,0,48,1,0,False,17,16,32,1
baseline,156,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,156,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,156,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,156,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,156,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,156,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,156,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,156,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,156,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,157,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,157,0,1,0,29,9,5,5,1,0,False,47,46,2,1
baseline,157,0,1,1,27,6,6,9,1,0,False,45,44,4,1
baseline,157,0,1,2,23,6,6,13,1,0,False,43,42,6,1
baseline,157,0,1,3,20,9,5,14,1,0,False,41,40,8,1
baseline,157,0,1,4,14,4,10,20,1,0,False,39,38,10,1
baseline,157,0,1,5,10,4,2,32,1,0,False,37,36,12,1
baseline,157,0,1,6,6,5,3,34,1,0,False,35,34,14,1
baseline,157,0,1,7,4,1,5,38,1,0,False,33,32,16,1
baseline,157,0,1,8,4,0,5,39,1,0,False,31,30,18,1
baseline,157,0,1,9,0,0,1,47,1,0,False,29,28,20,1
baseline,157,0,1,10,0,0,0,48,1,0,False,27,26,22,1
baseline,157,0,1,11,0,0,0,48,1,0,False,25,24,24,1
baseline,157,0,1,12,0,0,0,48,1,0,False,23,22,26,1
baseline,157,0,1,13,0,0,0,48,1,0,False,21,20,28,1
baseline,157,0,1,14,0,0,0,48,1,0,False,19,18,30,1
baseline,157,0,1,15,0,0,0,48,1,0,False,17,16,32,1
baseline,157,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,157,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,157,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,157,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,157,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,157,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,157,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,157,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,157,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,158,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,158,0,1,0,28,9,4,7,1,0,False,47,46,2,1
baseline,158,0,1,1,28,8,4,8,1,0,False,45,44,4,1
baseline,158,0,1,2,26,3,7,12,1,0,False,43,42,6,1
baseline,158,0,1,3,21,8,6,13,1,0,False,41,40,8,1
baseline,158,0,1,4,18,6,6,18,1,0,False,39,38,10,1
baseline,158,0,1,5,16,8,6,18,1,0,False,37,36,12,1
baseline,158,0,1,6,16,8,4,20,1,0,False,35,34,14,1
baseline,158,0,1,7,15,8,5,20,1,0,False,33,32,16,1
baseline,158,0,1,8,8,4,3,33,1,0,False,31,30,18,1
baseline,158,0,1,9,4,2,3,39,1,0,False,29,28,20,1
baseline,158,0,1,10,0,1,0,47,1,0,False,27,26,22,1
baseline,158,0,1,11,0,0,0,48,1,0,False,25,24,24,1
baseline,158,0,1,12,0,0,0,48,1,0,False,23,22,26,1
baseline,158,0,1,13,0,0,0,48,1,0,False,21,20,28,1
baseline,158,0,1,14,0,0,0,48,1,0,False,19,18,30,1
baseline,158,0,1,15,0,0,0,48,1,0,False,17,16,32,1
baseline,158,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,158,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,158,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,158,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,158,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,158,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,158,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,158,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,158,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,159,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,159,0,1,0,35,2,5,6,1,0,False,47,46,2,1
baseline,159,0,1,1,30,6,1,11,1,0,False,45,44,4,1
baseline,159,0,1,2,27,8,2,11,1,0,False,43,42,6,1
baseline,159,0,1,3,24,6,5,13,1,0,False,41,40,8,1
baseline,159,0,1,4,22,6,3,17,1,0,False,39,38,10,1
baseline,159,0,1,5,14,9,2,23,1,0,False,37,36,12,1
baseline,159,0,1,6,12,11,2,23,1,0,False,35,34,14,1
baseline,159,0,1,7,11,11,3,23,1,0,False,33,32,16,1
baseline,159,0,1,8,8,9,2,29,1,0,False,31,30,18,1
baseline,159,0,1,9,2,6,4,36,1,0,False,29,28,20,1
baseline,159,0,1,10,1,6,5,36,1,0,False,27,26,22,1
baseline,159,0,1,11,0,1,0,47,1,0,False,25,24,24,1
baseline,159,0,1,12,0,0,0,48,1,0,False,23,22,26,1
baseline,159,0,1,13,0,0,0,48,1,0,False,21,20,28,1
baseline,159,0,1,14,0,0,0,48,1,0,False,19,18,30,1
baseline,159,0,1,15,0,0,0,48,1,0,False,17,16,32,1
baseline,159,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,159,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,159,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,159,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,159,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,159,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,159,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,159,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,159,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,160,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,160,0,1,0,37,3,3,5,1,0,False,47,46,2,1
baseline,160,0,1,1,35,2,6,5,1,0,False,45,44,4,1
baseline,160,0,1,2,34,2,4,8,1,0,False,43,42,6,1
baseline,160,0,1,3,30,5,3,10,1,0,False,41,40,8,1
baseline,160,0,1,4,24,8,6,10,1,0,False,39,38,10,1
baseline,160,0,1,5,23,9,5,11,1,0,False,37,36,12,1
baseline,160,0,1,6,22,10,4,12,1,0,False,35,34,14,1
baseline,160,0,1,7,21,10,5,12,1,0,False,33,32,16,1
baseline,160,0,1,8,20,10,6,12,1,0,False,31,30,18,1
baseline,160,0,1,9,19,10,7,12,1,0,False,29,28,20,1
baseline,160,0,1,10,15,11,9,13,1,0,False,27,26,22,1
baseline,160,0,1,11,15,9,11,13,1,0,False,25,24,24,1
baseline,160,0,1,12,13,11,11,13,1,0,False,23,22,26,1
baseline,160,0,1,13,12,12,10,14,1,0,False,21,20,28,1
baseline,160,0,1,14,10,14,10,14,1,0,False,19,18,30,1
baseline,160,0,1,15,9,14,11,14,1,0,False,17,16,32,1
baseline,160,0,1,16,9,13,11,15,1,0,False,15,14,34,1
baseline,160,0,1,17,7,15,11,15,1,0,False,13,12,36,1
baseline,160,0,1,18,4,13,10,21,1,0,False,11,10,38,1
baseline,160,0,1,19,2,8,10,28,1,0,False,9,8,40,1
baseline,160,0,1,20,0,0,0,48,1,0,False,7,6,42,1
baseline,160,0,1,21,0,0,0,48,1,0,False,5,4,44,1
baseline,160,0,1,22,0,0,0,48,1,0,False,3,2,46,1
baseline,160,0,1,23,0,0,0,48,1,0,False,1,0,48,1
baseline,160,0,1,24,0,0,0,48,1,0,True,0,0,48,1
baseline,161,0,1,-1,39,3,3,3,0,0,False,49,39,9,0
baseline,161,0,1,0,29,5,6,8,1,0,False,47,46,2,1
baseline,161,0,1,1,26,6,7,9,1,0,False,45,44,4,1
baseline,161,0,1,2,26,5,7,10,1,0,False,43,42,6,1
baseline,161,0,1,3,26,5,5,12,1,0,False,41,40,8,1
baseline,161,0,1,4,19,10,2,17,1,0,False,39,38,10,1
baseline,161,0,1,5,18,10,3,17,1,0,False,37,36,12,1
baseline,161,0,1,6,17,10,4,17,1,0,False,35,34,14,1
baseline,161,0,1,7,15,12,4,17,1,0,False,33,32,16,1
baseline,161,0,1,8,14,12,5,17,1,0,False,31,30,18,1
baseline,161,0,1,9,10,13,3,22,1,0,False,29,28,20,1
baseline,161,0,1,10,9,13,4,22,1,0,False,27,26,22,1
baseline,161,0,1,11,8,8,7,25,1,0,False,25,24,24,1
baseline,161,0,1,12,4,5,7,32,1,0,False,23,22,26,1
baseline,161,0,1,13,2,1,3,42,1,0,False,21,20,28,1
baseline,161,0,1,14,1,0,1,46,1,0,False,19,18,30,1
baseline,161,0,1,15,0,0,1,47,1,0,False,17,16,32,1
baseline,161,0,1,16,0,0,0,48,1,0,False,15,14,34,1
baseline,161,0,1,17,0,0,0,48,1,0,False,13,12,36,1
baseline,161,0,1,18,0,0,0,48,1,0,False,11,10,38,1
baseline,161,0,1,19,0,0,0,48,1,0,False,9,8,40,1
baseline,161,0,1,20,0,0,0,48,1,0,False,7,6,42,1
